"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009
Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration"

201209,125588.60805,201209,108012.30069,201209,64510.882,201209,17603.96419,201209,8789.86546,201209,978.29125,201209,458.10265,201209,1299.9828,201209,3227.46567,201209,903.67038,201209,1626.08947,201209,1134.94575
201208,152181.05516,201208,131735.86442,201208,69602.111,201208,23033.72581,201208,8469.41899,201208,1202.22391,201208,461.41088,201208,1303.83863,201208,3370.2786,201208,1049.94021,201208,1725.54733,201208,1177.5035
201207,160450.26253,201207,138862.84998,201207,69129.329,201207,26491.04579,201207,8823.083,201207,1530.53308,201207,509.51028,201207,1320.64784,201207,3351.84698,201207,1042.02643,201207,1721.22477,201207,1218.48779
201206,131261.03605,201206,115597.50323,201206,65140.085,201206,26657.66222,201206,11972.15949,201206,1306.10129,201206,527.06764,201206,1277.48031,201206,3081.18859,201206,972.41042,201206,1611.52982,201206,1165.86879
201205,115982.64658,201205,107351.81228,201205,62081.445,201205,28641.31224,201205,12540.32427,201205,1078.4832,201205,462.59684,201205,1303.9955,201205,2937.31562,201205,1002.13579,201205,1653.68301,201205,1199.93588
201204,96285.44067,201204,94828.59637,201204,55870.931,201204,26295.39842,201204,12709.03261,201204,965.44819,201204,318.72331,201204,1248.29925,201204,2703.90679,201204,1057.21482,201204,1583.23404,201204,1090.47325
201203,105525.54678,201203,92250.65327,201203,61728.613,201203,25906.63425,201203,14027.34496,201203,971.20547,201203,231.22839,201203,1285.14948,201203,3033.9848,201203,1076.27159,201203,1623.46655,201203,1140.02955
201202,113872.04689,201202,90609.78234,201202,63847.023,201202,20283.9644,201202,11051.71417,201202,907.44031,201202,135.24034,201202,1193.3295,201202,3111.4547,201202,1044.2326,201202,1503.97599,201202,1071.79506
201201,129090.98981,201201,90760.88378,201201,72381.186,201201,23107.14392,201201,13630.85627,201201,1180.24823,201201,95.31986,201201,1263.25221,201201,3313.68219,201201,1016.59907,201201,1601.14902,201201,1136.66182
201112,132928.71614,201112,86121.62582,201112,71837.372,201112,23731.94371,201112,10655.77473,201112,1178.19572,201112,120.6536,201112,1324.39482,201112,3353.24295,201112,1005.01948,201112,1731.24885,201112,1253.55427
